uuid,spot_number,shot_number,shots_in_spot,image_filename,image_width,image_height,image_quality,capture_datetime,latitude,longitude,altitude_m,altitude_accuracy_m,gps_accuracy_m,gps_reading_count,camera_pitch,camera_roll,camera_heading,municipality,barangay,farm_name,crops,temperature_c,humidity_percent,notes,device_id,capture_mode
f48976a7,38,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_015954_f48976a7.jpg,1920,1080,1080p,2026-02-13T01:59:54.173Z,16.453434,120.590741,1360,6,34.5,1,30,-3,336,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
ab38c829,38,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020002_ab38c829.jpg,1920,1080,1080p,2026-02-13T02:00:02.470Z,16.453434,120.590741,1360,6,34.5,1,29,-6,335,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
c98f1a67,38,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020011_c98f1a67.jpg,1920,1080,1080p,2026-02-13T02:00:11.106Z,16.453435,120.591264,1360,5,32.0,1,21,-10,338,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
fe55e775,38,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020020_fe55e775.jpg,1920,1080,1080p,2026-02-13T02:00:20.121Z,16.453162,120.590981,1360,4,40.1,1,29,-12,339,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
87b1e9aa,38,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020030_87b1e9aa.jpg,1920,1080,1080p,2026-02-13T02:00:30.457Z,16.453454,120.590980,1358,5,32.5,1,17,-12,51,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
661a2fcd,40,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_015829_661a2fcd.jpg,1920,1080,1080p,2026-02-13T01:58:29.238Z,16.453163,120.590850,1359,5,53.5,1,30,0,350,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
80198b48,40,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_015837_80198b48.jpg,1920,1080,1080p,2026-02-13T01:58:37.961Z,16.453424,120.591064,1360,65,342.8,1,18,1,351,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
0725db68,40,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_015845_0725db68.jpg,1920,1080,1080p,2026-02-13T01:58:46.002Z,16.453425,120.591014,1360,5,174.7,1,9,0,352,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
6740aa01,40,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_015854_6740aa01.jpg,1920,1080,1080p,2026-02-13T01:58:54.446Z,16.453598,120.590729,1360,5,38.5,1,5,1,2,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
3d334975,40,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_015906_3d334975.jpg,1920,1080,1080p,2026-02-13T01:59:06.262Z,16.453204,120.590931,1360,5,51.8,1,31,2,304,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
26d6af69,41,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020335_26d6af69.jpg,1920,1080,1080p,2026-02-13T02:03:35.687Z,16.453436,120.590918,1360,7,14.5,1,34,0,341,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
f51822ab,41,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020343_f51822ab.jpg,1920,1080,1080p,2026-02-13T02:03:43.343Z,16.453441,120.590898,1360,9,15.3,1,22,1,340,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
79a719e8,41,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020352_79a719e8.jpg,1920,1080,1080p,2026-02-13T02:03:52.343Z,16.453446,120.590835,1358,4,49.3,1,21,7,347,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
b9538afa,41,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020402_b9538afa.jpg,1920,1080,1080p,2026-02-13T02:04:02.211Z,16.453417,120.590896,1360,4,25.5,1,16,1,57,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
2b980e38,41,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020410_2b980e38.jpg,1920,1080,1080p,2026-02-13T02:04:10.992Z,16.453381,120.590886,1358,4,48.8,1,33,4,318,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
b98b6be8,42,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020455_b98b6be8.jpg,1920,1080,1080p,2026-02-13T02:04:55.622Z,16.453403,120.590931,1360,10,14.9,1,28,-1,345,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
03640891,42,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020503_03640891.jpg,1920,1080,1080p,2026-02-13T02:05:03.314Z,16.453403,120.590931,1360,10,14.9,1,17,-1,347,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
3552c9db,42,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020511_3552c9db.jpg,1920,1080,1080p,2026-02-13T02:05:11.985Z,16.453353,120.590935,1360,4,35.1,1,9,2,349,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
4c7148da,42,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020521_4c7148da.jpg,1920,1080,1080p,2026-02-13T02:05:21.254Z,16.453395,120.590885,1358,6,314.8,1,19,-1,354,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
5bbc7c15,42,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_020530_5bbc7c15.jpg,1920,1080,1080p,2026-02-13T02:05:30.394Z,16.453407,120.590843,1358,6,48.5,1,9,0,56,Atok,Paoay,,cabbage,22.7,49,,samsung_SM-A546E_DF7DBC,field
1dac1f7d,44,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260213_023514_1dac1f7d.jpg,1920,1080,1080p,2026-02-13T02:35:14.607Z,16.453367,120.590932,1360,7,14.5,1,38,-1,348,Atok,Paoay,,cabbage,20.2,66,,samsung_SM-A546E_DF7DBC,field
