uuid,spot_number,shot_number,shots_in_spot,image_filename,image_width,image_height,image_quality,capture_datetime,latitude,longitude,altitude_m,altitude_accuracy_m,gps_accuracy_m,gps_reading_count,camera_pitch,camera_roll,camera_heading,municipality,barangay,farm_name,crops,temperature_c,humidity_percent,notes,device_id,capture_mode
c3847e43,125,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031207_c3847e43.jpg,1920,1080,1080p,2026-02-06T03:12:07.824Z,16.631351,120.760160,2427,13,8.5,1,34,0,272,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
1fd79c5a,125,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031223_1fd79c5a.jpg,1920,1080,1080p,2026-02-06T03:12:23.549Z,16.631336,120.760143,2421,13,6.0,1,15,-10,312,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
15330670,125,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031232_15330670.jpg,1920,1080,1080p,2026-02-06T03:12:32.308Z,16.631336,120.760143,2421,13,6.0,1,20,-8,40,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
a4d611f7,125,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031239_a4d611f7.jpg,1920,1080,1080p,2026-02-06T03:12:39.845Z,16.631336,120.760143,2421,13,6.0,1,9,-13,74,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
80b4c28f,125,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031249_80b4c28f.jpg,1920,1080,1080p,2026-02-06T03:12:49.736Z,16.631329,120.760121,2364,31,5.5,1,43,2,44,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
786fb020,129,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031643_786fb020.jpg,1920,1080,1080p,2026-02-06T03:16:43.188Z,16.631335,120.760040,2409,15,8.3,1,20,4,146,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
5a6b5d06,129,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031651_5a6b5d06.jpg,1920,1080,1080p,2026-02-06T03:16:51.649Z,16.631335,120.760040,2409,15,8.3,1,22,-7,175,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
4222ada6,129,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031659_4222ada6.jpg,1920,1080,1080p,2026-02-06T03:16:59.515Z,16.631335,120.760040,2409,15,8.3,1,0,-23,248,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
30b0f623,129,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031705_30b0f623.jpg,1920,1080,1080p,2026-02-06T03:17:05.560Z,16.631322,120.760022,2407,14,5.3,1,21,-11,193,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
5327d4ab,129,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_031712_5327d4ab.jpg,1920,1080,1080p,2026-02-06T03:17:12.339Z,16.631322,120.760022,2407,14,5.3,1,21,-1,169,Atok,Paoay,,cabbage,16.4,32,,samsung_SM-A546E_DF7DBC,field
b8f8e29b,131,1,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032425_b8f8e29b.jpg,1920,1080,1080p,2026-02-06T03:24:25.753Z,16.631171,120.760495,2426,11,8.6,1,4,-14,341,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
bcd05f83,131,2,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032433_bcd05f83.jpg,1920,1080,1080p,2026-02-06T03:24:33.920Z,16.631171,120.760495,2426,11,8.6,1,20,1,238,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
9ab67bbf,131,3,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032440_9ab67bbf.jpg,1920,1080,1080p,2026-02-06T03:24:40.158Z,16.631171,120.760495,2426,11,8.6,1,13,-5,229,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
4dfbd66f,131,4,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032449_4dfbd66f.jpg,1920,1080,1080p,2026-02-06T03:24:49.105Z,16.631171,120.760495,2426,11,8.6,1,-6,-11,45,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
ed1bff33,131,5,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032518_ed1bff33.jpg,1920,1080,1080p,2026-02-06T03:25:18.898Z,16.631152,120.760490,2432,11,5.6,1,33,-29,69,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
a4bccc07,132,1,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032823_a4bccc07.jpg,1920,1080,1080p,2026-02-06T03:28:23.620Z,16.631109,120.760646,2413,12,7.5,1,6,-5,179,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
f14fe4af,132,2,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032829_f14fe4af.jpg,1920,1080,1080p,2026-02-06T03:28:29.963Z,16.631093,120.760607,2428,11,12.6,1,10,-10,200,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
79531a4a,132,3,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032838_79531a4a.jpg,1920,1080,1080p,2026-02-06T03:28:38.690Z,16.631150,120.760592,2430,10,6.5,1,-19,7,206,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
5f6ef645,132,4,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032845_5f6ef645.jpg,1920,1080,1080p,2026-02-06T03:28:45.254Z,16.631150,120.760592,2430,10,6.5,1,9,5,190,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
30388852,132,5,5,images/atok/paoay/no_farm/potato/atok_paoay_20260206_032854_30388852.jpg,1920,1080,1080p,2026-02-06T03:28:54.933Z,16.631148,120.760571,2430,10,6.6,1,15,-1,341,Atok,Paoay,,potato,16.7,30,,samsung_SM-A546E_DF7DBC,field
06781ba2,137,1,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033354_06781ba2.jpg,1920,1080,1080p,2026-02-06T03:33:54.824Z,16.628591,120.763190,2442,3,15.1,1,36,0,291,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
3c9dee1a,137,2,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033415_3c9dee1a.jpg,1920,1080,1080p,2026-02-06T03:34:15.129Z,16.631045,120.760760,2442,3,25.8,1,23,6,214,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
b22be7cd,137,3,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033423_b22be7cd.jpg,1920,1080,1080p,2026-02-06T03:34:23.535Z,16.631058,120.760738,2442,10,5.7,1,22,-6,97,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
982bf986,137,4,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033433_982bf986.jpg,1920,1080,1080p,2026-02-06T03:34:33.474Z,16.631064,120.760766,2442,19,6.9,1,34,-28,128,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
91682a5a,137,5,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033449_91682a5a.jpg,1920,1080,1080p,2026-02-06T03:34:49.254Z,16.631064,120.760766,2442,19,6.9,1,32,-3,17,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
e3b03086,141,1,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033640_e3b03086.jpg,1920,1080,1080p,2026-02-06T03:36:40.572Z,16.631081,120.760750,2442,10,12.1,1,11,-5,285,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
efb6190f,141,2,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033647_efb6190f.jpg,1920,1080,1080p,2026-02-06T03:36:47.373Z,16.631000,120.760764,2442,19,9.4,1,34,-4,292,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
13c3aef2,141,3,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033657_13c3aef2.jpg,1920,1080,1080p,2026-02-06T03:36:57.565Z,16.630982,120.760776,2442,19,5.8,1,57,15,303,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
a9e4c4bf,141,4,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033708_a9e4c4bf.jpg,1920,1080,1080p,2026-02-06T03:37:08.155Z,16.630982,120.760776,2442,19,5.8,1,-15,0,180,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
30b93e93,141,5,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033715_30b93e93.jpg,1920,1080,1080p,2026-02-06T03:37:15.688Z,16.630963,120.760775,2442,19,5.1,1,8,-4,184,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
eeeafd48,143,1,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033901_eeeafd48.jpg,1920,1080,1080p,2026-02-06T03:39:01.188Z,16.630858,120.760916,2442,18,78.1,1,34,16,91,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
84017269,143,2,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033919_84017269.jpg,1920,1080,1080p,2026-02-06T03:39:19.169Z,16.630858,120.760916,2442,18,78.1,1,23,-3,102,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
417d8032,143,3,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033929_417d8032.jpg,1920,1080,1080p,2026-02-06T03:39:29.476Z,16.630858,120.760916,2442,18,78.1,1,25,-4,305,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
c744db62,143,4,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033937_c744db62.jpg,1920,1080,1080p,2026-02-06T03:39:37.640Z,16.630840,120.760912,2442,19,4.5,1,21,-3,138,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
9030de8a,143,5,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_033944_9030de8a.jpg,1920,1080,1080p,2026-02-06T03:39:44.319Z,16.630840,120.760912,2442,19,4.5,1,22,-1,121,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
ee5febf3,145,1,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_034046_ee5febf3.jpg,1920,1080,1080p,2026-02-06T03:40:46.047Z,16.630758,120.760934,2442,8,7.6,1,15,-4,253,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
e0d80d7d,145,2,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_034056_e0d80d7d.jpg,1920,1080,1080p,2026-02-06T03:40:56.698Z,16.630758,120.760934,2442,8,7.6,1,11,-5,39,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
8cff4ad9,145,3,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_034103_8cff4ad9.jpg,1920,1080,1080p,2026-02-06T03:41:03.992Z,16.630758,120.760934,2442,8,7.6,1,26,-12,330,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
cd33eca5,145,4,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_034111_cd33eca5.jpg,1920,1080,1080p,2026-02-06T03:41:11.983Z,16.630758,120.760934,2442,8,7.6,1,27,6,248,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
d7e26170,145,5,5,images/atok/paoay/no_farm/radish/atok_paoay_20260206_034118_d7e26170.jpg,1920,1080,1080p,2026-02-06T03:41:18.885Z,16.630758,120.760934,2442,8,7.6,1,32,-15,344,Atok,Paoay,,radish,18.0,27,,samsung_SM-A546E_DF7DBC,field
9ff270ed,149,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041436_9ff270ed.jpg,1920,1080,1080p,2026-02-06T04:14:36.339Z,16.622775,120.757229,2433,9,5.5,1,14,-3,243,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
17985a58,149,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041443_17985a58.jpg,1920,1080,1080p,2026-02-06T04:14:43.856Z,16.622775,120.757229,2433,9,5.5,1,19,3,226,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
1b76bdce,149,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041451_1b76bdce.jpg,1920,1080,1080p,2026-02-06T04:14:51.980Z,16.622775,120.757229,2433,9,5.5,1,20,-3,262,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
b97ae4c9,149,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041458_b97ae4c9.jpg,1920,1080,1080p,2026-02-06T04:14:58.300Z,16.622775,120.757229,2433,9,5.5,1,12,-9,273,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
3b811a52,149,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041506_3b811a52.jpg,1920,1080,1080p,2026-02-06T04:15:06.869Z,16.622775,120.757229,2433,9,5.5,1,6,1,333,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
1a15df12,150,1,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041559_1a15df12.jpg,1920,1080,1080p,2026-02-06T04:15:59.971Z,16.622807,120.757131,2426,18,3.8,1,31,11,92,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
ae1395ea,150,2,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041607_ae1395ea.jpg,1920,1080,1080p,2026-02-06T04:16:07.974Z,16.622807,120.757131,2426,18,3.8,1,19,-1,197,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
af0e8e74,150,3,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041615_af0e8e74.jpg,1920,1080,1080p,2026-02-06T04:16:15.623Z,16.622807,120.757131,2426,18,3.8,1,28,9,171,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
86b94bc6,150,4,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041622_86b94bc6.jpg,1920,1080,1080p,2026-02-06T04:16:22.082Z,16.622807,120.757131,2426,18,3.8,1,23,0,165,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
d9fd1713,150,5,5,images/atok/paoay/no_farm/cabbage/atok_paoay_20260206_041630_d9fd1713.jpg,1920,1080,1080p,2026-02-06T04:16:30.070Z,16.622824,120.757125,2415,2,3.0,1,9,-1,172,Atok,Paoay,,cabbage,21.3,30,,samsung_SM-A546E_DF7DBC,field
